ABCA13	154664	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCA3	21	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCA3	21	Emphysema	MESH:D004646	marker/mechanism		NA		26780485
ABCA3	21	Hypertension, Pulmonary	MESH:D006976	marker/mechanism		NA		26780485
ABCA3	21	Pulmonary Fibrosis	MESH:D011658	marker/mechanism		NA		26780485
ABCA3	21	Surfactant Metabolism Dysfunction, Pulmonary, 3	MESH:C567046	marker/mechanism		NA	610921	
ABCA4	24	Cleft Lip	MESH:D002971	marker/mechanism		NA		20436469
ABCA4	24	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCA4	24	Cone-Rod Dystrophy 3	MESH:C565827	marker/mechanism		NA	604116	
ABCA4	24	Familial Exudative Vitreoretinopathies	MESH:D000080345	marker/mechanism		NA		29207047
ABCA4	24	Macular Degeneration	MESH:D008268	marker/mechanism		NA		16968212
ABCA4	24	Macular Degeneration, Age-Related, 2	MESH:C562479	marker/mechanism		NA	153800	
ABCA4	24	Retinitis Pigmentosa	MESH:D012174	marker/mechanism		NA		16968212
ABCA4	24	Retinitis Pigmentosa 19	MESH:C566637	marker/mechanism		NA	601718	
ABCA4	24	Stargardt Disease	MESH:D000080362	marker/mechanism		NA	248200	
ABCA5	23461	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCA5	23461	Hypertrichosis Terminalis, Generalized, with or without Gingival Hyperplasia	MESH:C565016	marker/mechanism		NA	135400	
ABCA6	23460	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCA6	23460	Dermatitis, Allergic Contact	MESH:D017449	marker/mechanism		NA		17374397
ABCA7	10347	Alzheimer Disease	MESH:D000544	marker/mechanism		NA		21460840|25807283
ABCA7	10347	Alzheimer Disease 9	MESH:C563834	marker/mechanism		NA	608907	
ABCA7	10347	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCA8	10351	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCA8A	217258	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		25380136
ABCA9	10350	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCB1	5243	Adrenocortical Carcinoma	MESH:D018268	marker/mechanism		NA		12015757
ABCB1	5243	Arthritis, Experimental	MESH:D001169	marker/mechanism		NA		17827786
ABCB1	5243	Arthritis, Rheumatoid	MESH:D001172	marker/mechanism		NA		20080907|22104130
ABCB1	5243	Breast Neoplasms	MESH:D001943	marker/mechanism		NA		22311042
ABCB1	5243	Carcinoma	MESH:D002277	marker/mechanism		NA		21332314
ABCB1	5243	Carcinoma, Hepatocellular	MESH:D006528	marker/mechanism		NA		17510421
ABCB1	5243	Carcinoma, Non-Small-Cell Lung	MESH:D002289	marker/mechanism		NA		20627363
ABCB1	5243	Chemical and Drug Induced Liver Injury	MESH:D056486	marker/mechanism		NA		20623750
ABCB1	5243	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766|23977225
ABCB1	5243	Disease Progression	MESH:D018450	marker/mechanism		NA		20627363
ABCB1	5243	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	marker/mechanism		NA		18381794|20563569|21064136|25007187
ABCB1	5243	Epilepsy	MESH:D004827	marker/mechanism		NA		19570321|8001500
ABCB1	5243	Escherichia coli Infections	MESH:D004927	marker/mechanism		NA		24498193
ABCB1	5243	Esophageal Neoplasms	MESH:D004938	marker/mechanism		NA		21332314
ABCB1	5243	Genetic Predisposition to Disease	MESH:D020022	marker/mechanism		NA		22311042
ABCB1	5243	Heart Defects, Congenital	MESH:D006330	marker/mechanism		NA		23874772
ABCB1	5243	Hematologic Neoplasms	MESH:D019337	marker/mechanism		NA		22311042
ABCB1	5243	Hypotension, Orthostatic	MESH:D007024	marker/mechanism		NA		12082591
ABCB1	5243	Inflammatory Bowel Disease 13	MESH:C567384	marker/mechanism		NA	612244	
ABCB1	5243	Kidney Neoplasms	MESH:D007680	marker/mechanism		NA		22311042
ABCB1	5243	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		17072980
ABCB1	5243	Lymphoma, Large B-Cell, Diffuse	MESH:D016403	marker/mechanism		NA		21325069
ABCB1	5243	Marijuana Abuse	MESH:D002189	marker/mechanism		NA		19625010
ABCB1	5243	Mental Disorders	MESH:D001523	marker/mechanism		NA		17015054
ABCB1	5243	Nausea	MESH:D009325	marker/mechanism		NA		21840870
ABCB1	5243	Neoplasm Metastasis	MESH:D009362	marker/mechanism		NA		12015757
ABCB1	5243	Neoplasms	MESH:D009369	marker/mechanism		NA		22269388
ABCB1	5243	Nervous System Diseases	MESH:D009422	marker/mechanism		NA		17015054|21064136
ABCB1	5243	Neuroblastoma	MESH:D009447	marker/mechanism		NA		8761367
ABCB1	5243	Neurotoxicity Syndromes	MESH:D020258	marker/mechanism		NA		12352921
ABCB1	5243	Neutropenia	MESH:D009503	marker/mechanism		NA		16950614|25007187
ABCB1	5243	Pain, Postoperative	MESH:D010149	therapeutic		NA		20627697
ABCB1	5243	Parkinson Disease	MESH:D010300	marker/mechanism		NA		20558393
ABCB1	5243	Parkinson Disease, Secondary	MESH:D010302	marker/mechanism		NA		26457621
ABCB1	5243	Peripheral Nervous System Diseases	MESH:D010523	marker/mechanism		NA		16950614
ABCB1	5243	Poisoning	MESH:D011041	therapeutic		NA		23562926
ABCB1	5243	Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198	marker/mechanism		NA		22674224
ABCB1	5243	Squamous Cell Carcinoma of Head and Neck	MESH:D000077195	marker/mechanism		NA		25275603
ABCB1	5243	Translocation, Genetic	MESH:D014178	marker/mechanism		NA		21325069
ABCB1	5243	Vomiting	MESH:D014839	marker/mechanism		NA		21840870
ABCB10	23456	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCB11	8647	Afibrinogenemia	MESH:D000347	marker/mechanism		NA		22120137
ABCB11	8647	Cholestasis	MESH:D002779	marker/mechanism		NA		11179459|22461449|24713091
ABCB11	8647	CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2	OMIM:605479	marker/mechanism		NA	605479	
ABCB11	8647	Cholestasis, Intrahepatic	MESH:D002780	marker/mechanism		NA		18049162
ABCB11	8647	Cholestasis, progressive familial intrahepatic 1	MESH:C535933	marker/mechanism		NA		21056966
ABCB11	8647	Cholestasis, progressive familial intrahepatic 2	MESH:C535934	marker/mechanism		NA	601847	
ABCB11	8647	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCB11	8647	Pruritus	MESH:D011537	marker/mechanism		NA		18049162
ABCB1A	18671	Chemical and Drug Induced Liver Injury	MESH:D056486	marker/mechanism		NA		26134275
ABCB1A	18671	Diarrhea	MESH:D003967	marker/mechanism		NA		32387182
ABCB1A	18671	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	marker/mechanism		NA		24502637|28193520|32387182
ABCB1A	18671	Heart Diseases	MESH:D006331	marker/mechanism		NA		16844662
ABCB1A	18671	Hyperlipidemias	MESH:D006949	marker/mechanism		NA		24502637
ABCB1A	18671	Kidney Diseases	MESH:D007674	marker/mechanism		NA		24502637
ABCB1A	18671	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		16182555
ABCB1A	18671	Pain	MESH:D010146	therapeutic		NA		28193520
ABCB1A	18671	Reperfusion Injury	MESH:D015427	marker/mechanism		NA		22749977
ABCB1A	18671	Seizures	MESH:D012640	marker/mechanism		NA		17437408
ABCB1A	18671	Status Epilepticus	MESH:D013226	marker/mechanism		NA		14706787
ABCB1B	18669	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism		NA		27602772
ABCB1B	18669	Breast Neoplasms	MESH:D001943	therapeutic		NA		14633655
ABCB1B	18669	Chemical and Drug Induced Liver Injury	MESH:D056486	marker/mechanism		NA		27193730
ABCB1B	18669	Disease Models, Animal	MESH:D004195	marker/mechanism		NA		27602772
ABCB1B	18669	Endotoxemia	MESH:D019446	marker/mechanism		NA		20300455
ABCB1B	18669	Liver Neoplasms	MESH:D008113	marker/mechanism		NA		27193730
ABCB1B	18669	Mammary Neoplasms, Experimental	MESH:D008325	therapeutic		NA		14633655
ABCB1B	18669	Status Epilepticus	MESH:D013226	marker/mechanism		NA		14706787
ABCB4	5244	Carcinoma, Hepatocellular	MESH:D006528	marker/mechanism		NA		22022477
ABCB4	5244	Cholangitis	MESH:D002761	marker/mechanism		NA		8698195
ABCB4	5244	Cholangitis, Sclerosing	MESH:D015209	marker/mechanism		NA		16472600|29808285
ABCB4	5244	Cholestasis, progressive familial intrahepatic 1	MESH:C535933	marker/mechanism		NA		21056966
ABCB4	5244	Cholestasis, progressive familial intrahepatic 3	MESH:C535935	marker/mechanism		NA	602347	22184139|28552422
ABCB4	5244	Chronic Disease	MESH:D002908	marker/mechanism		NA		29808285
ABCB4	5244	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCB4	5244	Disease Models, Animal	MESH:D004195	marker/mechanism		NA		16472600|29808285
ABCB4	5244	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCB4	5244	End Stage Liver Disease	MESH:D058625	marker/mechanism		NA		22022477
ABCB4	5244	GALLBLADDER DISEASE 1	OMIM:600803	marker/mechanism		NA	600803	
ABCB4	5244	Inflammation	MESH:D007249	marker/mechanism		NA		22022477
ABCB4	5244	Intrahepatic Cholestasis of Pregnancy	MESH:C535932	marker/mechanism		NA	614972	
ABCB4	5244	Jaundice, Obstructive	MESH:D041781	marker/mechanism		NA		22022477
ABCB4	5244	Liver Cirrhosis	MESH:D008103	marker/mechanism		NA		18221819|8698195
ABCB4	5244	Liver Cirrhosis, Biliary	MESH:D008105	marker/mechanism		NA		20040336|30682444
ABCB4	5244	Liver Diseases	MESH:D008107	marker/mechanism		NA		29808285
ABCB4	5244	Non-alcoholic Fatty Liver Disease	MESH:D065626	marker/mechanism		NA		20040336
ABCB5	340273	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCB5	340273	Melanoma	MESH:D008545	marker/mechanism		NA		15899824
ABCB6	10058	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCB6	10058	DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3	OMIM:615402	marker/mechanism		NA	615402	
ABCB6	10058	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7	OMIM:614497	marker/mechanism		NA	614497	
ABCB6	10058	Polycystic Ovary Syndrome	MESH:D011085	marker/mechanism		NA		21411543
ABCB6	10058	Pseudohyperkalemia, Familial, 2, due to Red Cell Leak	MESH:C563785	marker/mechanism		NA	609153	
ABCB7	22	Anemia, Sideroblastic	MESH:D000756	marker/mechanism		NA		16892088|18637800
ABCB7	22	Anemia, sideroblastic spinocerebellar ataxia	MESH:C536358	marker/mechanism		NA	301310	21326867
ABCB7	22	Ataxia	MESH:D001259	marker/mechanism		NA		16892088
ABCC1	4363	Breast Neoplasms	MESH:D001943	marker/mechanism		NA		25078270
ABCC1	4363	Chemical and Drug Induced Liver Injury	MESH:D056486	marker/mechanism		NA		18466103
ABCC1	4363	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC1	4363	Disease Progression	MESH:D018450	marker/mechanism		NA		25078270
ABCC1	4363	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	marker/mechanism		NA		18256692
ABCC1	4363	Heart Diseases	MESH:D006331	marker/mechanism		NA		16330681
ABCC1	4363	Hypertension	MESH:D006973	marker/mechanism		NA		17272743
ABCC1	4363	Peripheral Nervous System Diseases	MESH:D010523	marker/mechanism		NA		20864405
ABCC1	4363	Squamous Cell Carcinoma of Head and Neck	MESH:D000077195	marker/mechanism		NA		25275603
ABCC11	85320	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCC12	94160	Bone Marrow Diseases	MESH:D001855	marker/mechanism		NA		18466103
ABCC12	94160	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	marker/mechanism		NA		18466103
ABCC13	150000	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC2	1244	Alopecia	MESH:D000505	marker/mechanism		NA		18381794
ABCC2	1244	Arthritis, Rheumatoid	MESH:D001172	marker/mechanism		NA		23897011
ABCC2	1244	Chemical and Drug Induced Liver Injury	MESH:D056486	marker/mechanism		NA		18381794|18466103
ABCC2	1244	Cholestasis	MESH:D002779	marker/mechanism		NA		10869290|17681005|22521610
ABCC2	1244	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC2	1244	Diarrhea	MESH:D003967	marker/mechanism		NA		32387182
ABCC2	1244	Drug Hypersensitivity	MESH:D004342	marker/mechanism		NA		20216337
ABCC2	1244	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	marker/mechanism		NA		20216337|23222202|25007187|32387182
ABCC2	1244	Esophageal Squamous Cell Carcinoma	MESH:D000077277	marker/mechanism		NA		21206495
ABCC2	1244	Gastrointestinal Diseases	MESH:D005767	marker/mechanism		NA		18381794
ABCC2	1244	Heart Diseases	MESH:D006331	marker/mechanism		NA		16330681
ABCC2	1244	Hyperbilirubinemia	MESH:D006932	marker/mechanism		NA		16611851
ABCC2	1244	Jaundice, Chronic Idiopathic	MESH:D007566	marker/mechanism		NA	237500	16952291
ABCC2	1244	Liver Cirrhosis, Biliary	MESH:D008105	marker/mechanism		NA		15542527
ABCC2	1244	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		25380136
ABCC2	1244	Nervous System Diseases	MESH:D009422	marker/mechanism		NA		21064136
ABCC2	1244	Non-alcoholic Fatty Liver Disease	MESH:D065626	marker/mechanism		NA		29341352
ABCC2	1244	Seizures	MESH:D012640	marker/mechanism		NA		16504477
ABCC2	1244	Squamous Cell Carcinoma of Head and Neck	MESH:D000077195	marker/mechanism		NA		25275603
ABCC2	1244	Status Epilepticus	MESH:D013226	marker/mechanism		NA		16504477
ABCC3	8714	Arthritis, Rheumatoid	MESH:D001172	marker/mechanism		NA		23897011
ABCC3	8714	Cholestasis	MESH:D002779	marker/mechanism		NA		22461449
ABCC3	8714	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC3	8714	Hepatomegaly	MESH:D006529	marker/mechanism		NA		28108177
ABCC4	10257	Arthritis, Rheumatoid	MESH:D001172	marker/mechanism		NA		23897011
ABCC4	10257	Cognition Disorders	MESH:D003072	marker/mechanism		NA		29382564
ABCC4	10257	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC4	10257	Diabetes Complications	MESH:D048909	marker/mechanism		NA		29382564
ABCC4	10257	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	marker/mechanism		NA		23222202
ABCC4	10257	Endometriosis	MESH:D004715	marker/mechanism		NA		25446850
ABCC4	10257	Neoplasm Metastasis	MESH:D009362	marker/mechanism		NA		17003774
ABCC4	10257	Prostatic Neoplasms	MESH:D011471	marker/mechanism		NA		17003774
ABCC4	10257	Substance-Related Disorders	MESH:D019966	marker/mechanism		NA		20098672
ABCC5	10057	Arthritis, Rheumatoid	MESH:D001172	marker/mechanism		NA		23897011
ABCC5	10057	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC5	10057	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		25380136
ABCC6	368	Arterial calcification of infancy	MESH:C537440	marker/mechanism		NA	614473	25758222
ABCC6	368	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC6	368	Disease Models, Animal	MESH:D004195	marker/mechanism		NA		23415960
ABCC6	368	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCC6	368	Pseudoxanthoma Elasticum	MESH:D011561	marker/mechanism		NA	177850|264800	11880368|12069597|14667841|16571645|17045963|18049453|23415960|25758222
ABCC6A	566555	Arterial calcification of infancy	MESH:C537440	marker/mechanism		NA		25758222
ABCC6A	566555	Disease Models, Animal	MESH:D004195	marker/mechanism		NA		25758222
ABCC6A	566555	Pseudoxanthoma Elasticum	MESH:D011561	marker/mechanism		NA		25758222
ABCC8	6833	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCC8	6833	Congenital Hyperinsulinism	MESH:D044903	marker/mechanism		NA	256450	10334322|15579781
ABCC8	6833	Diabetes Mellitus, Permanent Neonatal	MESH:C563425	marker/mechanism		NA	606176	
ABCC8	6833	Diabetes Mellitus, Transient Neonatal, 2	MESH:C563672	marker/mechanism		NA	610374	
ABCC8	6833	Diabetes Mellitus, Type 1	MESH:D003922	marker/mechanism		NA		18025464
ABCC8	6833	Diabetes Mellitus, Type 2	MESH:D003924	marker/mechanism		NA	125853	22209866|9568693
ABCC8	6833	Hypoglycemia, leucine-induced	MESH:C537150	marker/mechanism		NA	240800	
ABCC9	10060	ATRIAL FIBRILLATION, FAMILIAL, 12	OMIM:614050	marker/mechanism		NA	614050	
ABCC9	10060	Cantu syndrome	MESH:C535572	marker/mechanism		NA	239850	22610116|28842488
ABCC9	10060	Cardiomyopathy, Dilated, 1o	MESH:C563906	marker/mechanism		NA	608569	
ABCC9	10060	Endometrial Neoplasms	MESH:D016889	marker/mechanism		NA		23104009
ABCC9	10060	Endometriosis	MESH:D004715	marker/mechanism		NA		20864642
ABCD1	215	Adrenoleukodystrophy	MESH:D000326	marker/mechanism		NA	300100	16319717|17602313|22057157
ABCD2	225	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCD3	5825	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 5	OMIM:616278	marker/mechanism		NA	616278	
ABCD3	5825	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCD3	5825	Zellweger Syndrome	MESH:D015211	marker/mechanism		NA		1301993
ABCD4	5826	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCD4	5826	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCD4	5826	Metabolism, Inborn Errors	MESH:D008661	marker/mechanism		NA		22922874
ABCD4	5826	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE	OMIM:614857	marker/mechanism		NA	614857	
ABCD4	5826	Vitamin B 12 Deficiency	MESH:D014806	marker/mechanism		NA		22922874
ABCE1	6059	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCF1	23	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCF1	23	Hypersensitivity	MESH:D006967	marker/mechanism		NA		21625544
ABCF1	23	Pneumonia	MESH:D011014	marker/mechanism		NA		21625544
ABCF2	10061	Disease Progression	MESH:D018450	marker/mechanism		NA		22294766
ABCG1	9619	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		22294766
ABCG1	9619	Kidney Failure, Chronic	MESH:D007676	marker/mechanism		NA		19878707
ABCG1	9619	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		25380136
ABCG1	9619	Weight Gain	MESH:D015430	marker/mechanism		NA		17194745
ABCG2	9429	Adenoma	MESH:D000236	marker/mechanism		NA		21544799
ABCG2	9429	Arthritis, Rheumatoid	MESH:D001172	marker/mechanism		NA		23897011
ABCG2	9429	Breast Neoplasms	MESH:D001943	marker/mechanism		NA		10930538
ABCG2	9429	Colorectal Neoplasms	MESH:D015179	marker/mechanism		NA		21544799|22294766
ABCG2	9429	Diarrhea	MESH:D003967	marker/mechanism		NA		32387182
ABCG2	9429	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	marker/mechanism		NA		21064136|32387182
ABCG2	9429	Gout	MESH:D006073	marker/mechanism		NA		21821808|31578528
ABCG2	9429	Hyperuricemia	MESH:D033461	marker/mechanism		NA		21821808
ABCG2	9429	Liver Cirrhosis, Biliary	MESH:D008105	marker/mechanism		NA		15542527
ABCG2	9429	Lymphoma, Large B-Cell, Diffuse	MESH:D016403	marker/mechanism		NA		21625222
ABCG2	9429	Mammary Neoplasms, Experimental	MESH:D008325	therapeutic		NA		22767648
ABCG2	9429	Nervous System Diseases	MESH:D009422	marker/mechanism		NA		21064136
ABCG2	9429	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054218	marker/mechanism		NA		20019844
ABCG2	9429	Squamous Cell Carcinoma of Head and Neck	MESH:D000077195	marker/mechanism		NA		25275603
ABCG2	9429	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 1	OMIM:138900	marker/mechanism		NA	138900	
ABCG5	64240	Atherosclerosis	MESH:D050197	marker/mechanism		NA		11138003
ABCG5	64240	Coronary Artery Disease	MESH:D003324	marker/mechanism		NA		11099417|11138003
ABCG5	64240	Coronary Disease	MESH:D003327	marker/mechanism		NA		19060911
ABCG5	64240	Dyslipidemias	MESH:D050171	marker/mechanism		NA		19060911
ABCG5	64240	Lipid Metabolism, Inborn Errors	MESH:D008052	marker/mechanism		NA		11138003
ABCG5	64240	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		25380136
ABCG5	64240	Prostatic Neoplasms	MESH:D011471	marker/mechanism		NA		22919386
ABCG5	64240	Sitosterolemia	MESH:C537345	marker/mechanism		NA		11099417|11138003
ABCG5	64240	Xanthomatosis	MESH:D014973	marker/mechanism		NA		11138003
ABCG8	64241	Coronary Artery Disease	MESH:D003324	marker/mechanism		NA		11099417
ABCG8	64241	Gallbladder Disease 4	MESH:C566936	marker/mechanism		NA	611465	
ABCG8	64241	Gallstones	MESH:D042882	marker/mechanism		NA		17632509
ABCG8	64241	Liver Cirrhosis, Experimental	MESH:D008106	marker/mechanism		NA		25380136
ABCG8	64241	Sitosterolemia	MESH:C537345	marker/mechanism		NA	210250	11099417
ABHD12	26090	Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract	MESH:C567203	marker/mechanism		NA	612674	
ABHD5	51099	Chanarin-Dorfman Syndrome	MESH:C536560	marker/mechanism		NA	275630	
ABI1	10006	Chemical and Drug Induced Liver Injury	MESH:D056486	marker/mechanism		NA		25231249
ABI3	51225	Alzheimer Disease	MESH:D000544	marker/mechanism		NA		28714976
ABI3BP	25890	Endometriosis	MESH:D004715	marker/mechanism		NA		20864642
ABL1	25	Adenocarcinoma	MESH:D000230	marker/mechanism		NA		21472143
